Commercial,Industrial,Residential,Transportation
196694.0649,92102.25892,222206.2445,141959.7308
196199.4192,92397.29383,215822.7048,148540.4476
199003.9574,93995.7555,207268.3841,156014.3649
199262.9011,93527.14097,211468.524,165046.2169
202423.1484,93260.89371,228079.4072,179940.8458
209561.5457,92992.84927,266680.4225,174697.9943
215657.3951,95874.02788,265542.7466,201661.7798
209921.6569,95437.74212,259578.675,199637.6789
209164.6071,97012.55249,244245.8641,175454.5275
202657.3156,97916.85795,227104.3589,149959.5068
192804.7319,100161.132,207394.4239,120677.9209
179578.5232,106918.7981,190222.3698,86285.35039
158401.5749,139074.6203,166231.5553,38232.07959
152705.6342,140201.836,163889.4568,27575.86052
151290.8817,140801.1622,164627.2548,23090.7707
152802.2489,139202.2814,171075.0793,23247.65977
159366.8735,140696.1217,185073.6346,22260.30948
179954.8939,149950.1144,201151.7035,30957.74663
211602.0541,155225.1643,227363.8072,47767.11734
228056.8884,167892.2837,220471.8664,73868.70603
223298.8159,175438.0061,211061.1198,82411.00974
224407.2918,183332.2597,195940.0188,81908.56115
217132.0557,179443.9232,201299.1915,87676.83199
217116.2649,181090.0142,190975.5354,102721.5577
217913.0765,182277.3728,181773.924,114396.7092
217474.3409,183498.8214,173929.5072,118516.7438
215197.2086,181662.9211,170715.5465,131899.2619
214339.8388,178674.9709,171943.7423,169970.3829
215789.9374,174651.2463,187723.8199,218185.2709
220897.9469,170973.0563,223825.2774,255382.7234
223244.2595,171545.1652,233965.9765,210568.9444
223399.5824,173332.7683,226411.9213,131964.4586
218644.2727,172963.5628,214622.7971,101061.9288
193857.0491,171030.862,204217.6776,81755.3655
179432.58,164671.6579,188847.7041,60700.33064
170958.713,157178.82,174367.9344,47349.62292
164313.9871,148341.5495,171492.0588,34997.78013
159081.5279,144879.1651,170652.2882,28367.14799
156805.1334,145098.0322,170909.7693,23696.12234
157870.4726,143225.2927,176928.1194,23831.80229
163877.236,144212.3145,190342.6808,22748.21789
184033.7601,153241.4268,206116.9698,31553.48182
213231.8384,158412.9729,232722.2049,48774.27966
229994.5384,171069.7139,224036.8551,75215.79552
223917.5144,177697.6035,212386.3982,83355.19783
223595.7206,184797.1983,193645.186,82509.17227
214435.7053,179551.509,196958.0085,87789.42141
213360.2985,180526.1843,185234.0572,102552.6031
213809.4126,181531.1669,175196.7534,114237.9683
212767.98,182194.7853,167019.0138,118077.0586
210603.519,180279.5296,163562.4893,131422.5179
209890.1983,177279.898,164497.1494,169398.5268
211241.88,173318.3283,180490.9074,217457.4139
216672.7425,170076.1046,216315.3062,254889.2247
219863.4309,171497.3794,228607.3255,210784.6698
221432.5184,174275.881,222341.3243,132741.3968
218140.8186,174510.0331,210831.6108,102019.1047
194775.0651,172687.7415,201128.378,82550.22514
181142.8848,166556.6271,185981.9959,61393.94188
173442.3972,159404.9129,172054.4546,48054.96122
166580.9023,150746.8245,170164.2498,35512.10267
161493.9131,147476.3212,169349.1327,28840.08077
159366.2603,147933.1185,169213.1693,24131.98902
160468.6103,146045.7271,175414.0968,24295.55772
166370.9282,147002.7531,188870.2809,23173.58906
186125.5563,155974.3493,204401.5233,32082.95458
211645.4642,160800.1161,232867.9275,49759.85768
231070.371,173562.9608,223515.6013,76426.25971
225172.1668,179296.9525,212875.4829,84175.73257
225500.5839,185745.8605,195289.3838,83043.84464
216988.2613,180556.0075,199015.5074,88341.54588
215839.1335,181033.0912,188081.9356,102981.5106
215994.2364,181539.9824,178481.4883,114356.363
215066.424,182035.2859,171193.6907,118095.0202
213314.781,180129.543,168720.2463,131554.5029
213226.8738,177274.4059,171122.6112,169776.1909
215194.5888,173062.0718,187649.1393,217932.0411
219559.4998,168833.3159,222715.503,254266.8501
221467.9927,169562.5449,233661.1466,209570.4811
222455.1426,172096.7349,227711.0637,131896.4603
218730.2155,172096.5407,217210.6741,101267.6313
195374.9141,170249.6206,207915.6251,81930.14391
181401.368,163921.345,193259.0517,60809.79954
173563.3112,156692.1082,178936.0253,47500.52659
166685.1741,145941.6769,179474.0753,34561.49952
161847.2809,142665.0974,179087.1174,28010.13293
159791.6236,143033.1529,179654.3668,23395.62637
161116.8284,141130.6002,186731.897,23500.07718
167245.7678,142143.2397,201080.2942,22425.89909
187935.6261,151361.4024,217726.4693,31170.18696
219140.3381,156504.9615,243280.1645,47930.58533
237109.203,168153.6087,236897.8805,73463.53462
229817.5373,174179.8183,229737.5043,81413.94222
230260.2742,181112.9921,215364.6573,80722.2025
222425.8546,177226.9983,221434.3267,86546.50577
222143.1325,179132.1212,211244.1735,101672.363
224253.8947,180889.3188,201846.1153,113562.9288
224262.7991,182455.1809,193797.2271,117916.422
223514.7731,181791.1658,190448.281,132099.0436
223826.2642,179159.7781,192453.2173,170427.5945
226401.0711,175533.6393,209871.0748,218832.4417
231525.6781,171492.0999,248089.3118,254661.9161
235498.2661,173447.2984,260591.2875,210961.2683
237477.9623,176114.7373,256148.4073,132902.1396
234325.8568,175974.7595,247018.9858,101896.9611
208147.2803,173915.6575,240679.0165,82667.31492
192806.6228,167202.7719,229536.0924,61412.69469
184752.0512,158914.294,219068.0884,47706.13377
176439.8242,146049.2391,224418.0739,34281.26865
171252.9948,142226.7006,226204.5588,27651.25755
169183.65,142322.1541,228297.0392,23013.40602
170341.4043,140078.2777,236898.5562,23046.6908
176613.2459,140842.2976,252141.4787,21907.57927
200256.2289,150272.8889,267247.9551,30332.83613
248508.2697,157664.4587,283876.3845,45985.08575
264360.9278,170273.9771,277108.0446,71703.64922
250151.6068,176425.3031,270168.1826,80523.49461
244581.8529,182013.4709,254430.3105,79668.05113
230891.0541,176037.0808,257703.9881,84791.41005
228667.073,178059.5296,241330.1527,100044.0718
228753.8627,178897.1611,226762.6302,111276.7495
226769.5133,179806.59,215012.7019,115274.1241
224759.9596,178649.0956,207714.3033,128890.1443
224691.1881,175962.0879,206862.5596,166431.7252
227757.74,172385.728,222520.9384,214010.4331
232154.5594,167022.0436,260523.1272,247633.0272
236256.5818,169329.3749,269661.7065,205730.2255
237491.1324,171298.7924,264994.4323,128915.7018
234566.6635,170953.1374,258063.6207,98742.88669
207333.061,169523.286,256591.2722,80736.46798
193326.7725,163632.2191,249213.9651,60325.21259
187183.2068,153386.9295,240830.8855,48478.94321
192039.3357,110411.4225,262498.8878,51668.22617
189561.5908,103842.8423,263490.4745,35386.87882
188773.5442,97580.29079,268702.2442,31045.34838
189615.1075,93464.05281,275088.6981,27611.01703
193978.7595,92524.77077,283068.0299,22452.26527
210564.36,95245.18512,287895.8309,24553.66983
231870.7368,96997.9909,301260.4213,27850.81565
250142.1356,101244.132,300390.9923,36447.11481
241836.3565,97220.53355,311436.3513,51195.12572
232029.0972,94621.34194,312038.6577,74611.15764
218933.0007,91077.49769,311247.7623,93654.5094
218270.9009,93166.52425,291181.2836,117706.8924
216117.6295,93236.12275,273355.902,140311.3995
211948.7508,92991.59362,259564.442,146368.8735
213553.6395,94619.47334,246962.1254,153879.2399
213202.112,94117.42766,248749.2875,162735.3511
216647.2997,93817.74526,264020.9868,177260.1175
222030.1503,92953.13302,303780.8373,170486.9004
226901.7303,96244.31075,303785.6944,199653.5034
223667.9574,95900.69678,298221.0417,196968.8273
225466.4978,97816.12167,286665.0393,173130.1564
221960.0698,98993.36093,274616.0373,148537.466
209031.9587,100695.1914,263107.3635,120203.0678
197370.148,104456.25,252246.7516,87293.36742
184353.2503,102598.1373,252932.4459,54347.87075
180693.2977,100705.3222,250939.1547,34286.75511
179848.8973,94527.0806,256198.4894,30002.36467
180722.7343,90505.39898,262590.1187,26700.98218
184105.4268,89411.87527,269978.8052,21695.54995
194083.9122,91303.99401,276817.5082,23891.5729
205519.9273,91480.87587,293933.6561,27561.87268
227286.2542,96815.72056,289382.1792,35924.6754
224103.7787,93592.53412,295751.9772,49829.9391
217109.7242,91516.0243,292393.9763,72346.58288
204509.8316,88192.75157,290623.1411,91020.44704
205777.8865,90755.48187,272160.9452,115089.9994
206143.0774,91590.1223,257912.5778,138643.0961
203874.3321,91776.47215,247022.4704,145362.6213
206298.2658,93538.40852,234908.1033,153103.0493
207020.4316,93252.88676,236993.2404,162266.4767
211793.6233,93354.69126,253345.8494,177492.3193
219330.1252,93353.33237,295394.4448,172129.1472
227733.2035,97112.2162,295372.5974,201456.3628
221946.3043,96621.2925,291671.7161,200196.1018
222347.8989,98192.45211,278718.7344,175709.3057
218156.1403,99463.26681,265359.3614,150868.1161
209132.7565,101714.3763,250080.1113,121442.9237
196535.6566,108557.6945,235764.3779,86756.0043
172304.1704,140901.6869,213623.2591,38223.24515
165475.2897,141171.7853,212369.0607,27284.16303
163085.5687,141088.2113,214446.7221,22639.64947
164087.4332,138694.0372,221132.901,22639.78519
168291.4893,138374.5688,233560.6521,21334.42371
179407.3577,144632.7439,245730.2417,29354.91697
185778.8849,148748.3069,271117.468,46182.13061
204208.9104,162884.0745,259550.1225,72062.07285
212037.5519,172256.5457,247064.1273,80292.15072
220294.7795,181466.8064,227689.6433,80143.12937
214253.8951,178260.0759,230379.2234,86358.44819
216304.4077,181336.3724,213986.0844,102561.2048
217528.5443,182873.1061,200069.776,114491.9023
216393.5775,184070.8623,189660.6099,118731.469
214533.2992,182698.809,184309.6318,132599.3177
213799.3584,179681.9608,183869.1579,171044.1044
214781.8958,175503.3842,199666.3806,219749.7138
217047.1204,170329.0087,236248.4379,254737.7759
218196.1421,171505.6098,245332.903,211227.1939
212814.2426,173080.4527,240921.9769,133044.0461
205376.8456,171890.5476,229740.9742,101770.6169
195025.1143,168268.3006,216414.5062,80653.35646
182144.8517,160938.7533,201531.4724,59347.85341
173240.8487,153136.8631,186873.8097,46104.60948
164417.3757,145070.1957,180052.4457,34099.94204
158692.4983,141577.1599,178209.5961,27554.04362
155786.4601,141549.4308,177773.6959,22933.96586
156045.6015,139171.1569,183394.3117,22932.52896
161420.4832,139917.0134,196525.9338,21826.43931
181407.5896,148709.5258,211850.509,30240.52745
210742.726,154208.8568,235111.1663,46463.89148
229404.1445,165997.7446,227415.0957,71928.91442
224762.7032,172464.608,218704.802,80062.9399
226201.3058,179985.0271,203471.5242,79769.45108
219141.1115,176558.0556,207971.5704,85741.30697
220126.6086,178565.4065,197083.1332,101099.6367
221986.1403,180097.5377,187304.7206,112966.9041
221793.8963,181149.1143,179769.9628,117162.9256
220063.2348,179530.3602,176049.3995,130775.977
219107.9024,176197.3588,177121.4865,168234.2759
219994.5331,171701.6928,193071.3864,215142.9547
224101.5727,167713.7855,228851.5792,250988.9091
227441.3733,169083.297,240370.4634,207900.9166
227570.7925,171395.8101,234497.9374,130557.3862
222972.5581,171295.0656,223892.8655,99977.26166
197903.1811,169568.0014,214852.3066,81052.0721
182724.5404,163197.8896,200628.9471,60107.18246
174301.3779,155902.2253,187443.2675,46828.73927
165839.0975,143511.0535,191722.4303,33756.52849
160912.3976,139897.9342,192948.2046,27289.31447
159022.256,140057.2056,194679.2038,22757.40861
160297.2421,138046.9663,202949.707,22830.54906
166796.6731,139175.8564,218284.1549,21775.72781
189523.3861,148827.7922,234963.445,30228.03489
227778.725,155492.7589,258144.2001,46168.67431
244276.9548,167614.0151,252350.6344,71876.08835
235585.7065,173257.4099,244431.9675,79909.43382
233073.5649,178897.8596,229337.8541,79041.22897
222196.2831,173287.836,233526.8204,84164.85049
221098.6098,174887.3071,219589.2444,99080.83752
221923.4338,175913.8298,207887.583,110388.9829
220599.85,176808.0996,198342.2706,114403.92
219255.3882,175703.7633,193649.6363,127925.3578
219851.2204,173435.7213,195222.2015,165404.781
223101.068,170266.1933,211932.8827,212962.8173
229033.1558,166675.0691,249944.6105,248595.0941
235551.4047,169872.1533,262647.9624,207897.1462
238122.5517,172900.3961,258555.5942,130981.2775
235047.1537,172739.5357,250188.0206,100298.7892
207187.6099,170867.9913,244820.5338,81603.62562
191004.5125,163587.4392,233555.4051,60379.03054
182488.7411,155374.516,221485.9075,46783.81943
177625.188,146784.2826,219311.289,34404.19083
172519.5397,143112.9082,220897.4429,27750.90591
170296.9622,142945.1227,222685.3127,23067.98217
171702.5286,140736.2611,230544.8929,23086.42601
178349.1345,141494.4379,246086.058,21976.04252
201049.7265,150524.4451,262329.2034,30376.23344
243620.4419,156359.6777,280053.394,45946.06385
260023.0344,168684.4963,270092.5134,71688.58431
247534.6622,173861.1862,257345.7192,79736.64633
241639.1223,179240.5395,237522.5715,78818.63149
229019.2702,174203.54,238171.6754,84182.83033
227114.997,176125.843,221964.5148,99230.6784
227092.5128,177129.1489,209414.5899,110506.8038
225640.2421,178150.6337,199766.0292,114575.7042
223728.0847,176963.3544,195165.8128,128021.8423
223996.3754,174600.1853,196193.0876,165332.4729
226392.2921,170376.7689,212002.1404,211767.6746
230956.0402,165989.5742,247908.3379,246178.5278
236360.1802,168160.837,259439.1854,204901.7354
237870.0509,170527.6118,254262.9427,129003.8364
234340.5491,170258.0129,244021.9813,98720.00388
204278.7997,168335.9108,237296.0356,80276.60036
187544.6639,161654.2466,223995.7455,59684.51014
179544.2258,153993.8124,209303.156,46419.85874
173877.8964,145341.9053,203804.5797,34272.33651
168162.0016,141380.1599,202979.3281,27618.77703
165407.4751,141357.7968,202789.489,22991.40327
165681.7989,138913.1177,208327.7276,22965.85909
171143.654,139381.6188,221499.9297,21810.379
191423.5523,147662.3871,235918.0186,29989.89574
230398.6504,152582.1314,253421.0085,45408.34334
249934.2997,165109.4279,245439.5284,70574.04332
241486.0905,171843.0516,236483.329,79087.01238
240310.3162,179779.3327,220587.6973,79199.49209
229570.9295,176288.8194,224414.0893,85285.56322
228692.7541,178542.507,213523.0354,100644.2159
229732.9406,180218.172,203506.534,112446.1162
228811.8833,181502.6579,195644.3028,116701.6573
226379.882,179719.1748,191950.5325,130013.6889
225211.9946,176524.3414,192228.3714,167162.0165
225124.4096,171029.6103,206308.6307,212602.8952
226528.2795,164410.9283,238323.2196,244355.2381
228655.8037,164557.1271,246624.5759,200953.5279
226933.8305,165974.8707,239589.7649,125909.9447
222791.3669,165529.1458,228739.4159,96391.29083
196147.9104,165026.1543,222444.4257,78849.87672
182474.6133,160208.948,210256.2104,59261.8329
176937.6769,151328.851,197127.7036,48007.70543
181272.6206,109914.8943,212903.5178,51663.22098
178749.9071,103567.8306,209376.2509,35807.57325
177304.0053,97319.28715,211609.4639,31427.9679
177286.875,92916.61536,215906.9896,27998.49753
180023.3549,91610.6572,221194.7918,22786.33293
192830.5602,93281.83195,225112.5793,24783.79701
205666.3915,92856.87502,241268.0267,28496.06386
224635.2728,96880.48001,245299.2741,36932.8491
226082.5355,95237.40868,263693.0601,51647.88591
226259.8188,94749.90255,275525.8217,76014.10437
222752.7489,93608.57609,283983.2661,97422.09552
225878.4272,95913.05579,274751.6749,122377.9153
226054.1625,96182.16742,263839.3973,146470.3867
222851.1141,95812.02056,254459.5127,152437.513
224431.0727,97091.04255,243544.6687,159467.318
222631.0299,96022.50875,244844.4867,167595.9642
222684.5148,94716.49374,257061.4251,180493.5552
224259.7207,93107.55625,291803.0666,172476.0526
226571.6887,95879.35071,290766.8834,200152.844
221342.5181,95288.28562,282244.7263,196726.8325
220584.125,96854.24442,267047.8526,172557.4065
216704.6097,98430.69395,251664.9238,148365.417
205075.6834,101051.9525,236161.8992,121037.7256
193682.2022,105703.2882,220399.7757,88768.40648
182471.6556,106385.1374,214549.7441,56481.41879
179362.1078,105389.3218,209025.5244,36156.52469
178578.3592,99400.54487,211219.8914,31861.9722
178987.3467,95197.55509,215013.4695,28477.82859
181240.8715,93831.56826,219240.9898,23227.952
187712.2948,94666.16347,224036.592,25422.53246
192974.7795,93125.00825,240425.575,29439.65256
211925.8311,96637.51317,241504.7732,37696.09837
214884.2468,94681.71257,255747.0136,51851.25973
215510.5083,94023.48833,262373.2282,75456.56323
210375.9317,92422.00108,268822.2655,96254.04589
215007.7899,95220.45335,258047.2935,121516.8198
217406.6708,96202.30837,249189.1304,146649.2112
216915.8849,96505.8432,241690.0049,153699.2003
220733.7741,98356.6989,231705.2825,161873.022
220758.3655,97647.49041,233437.9171,170893.5761
221487.1936,96415.31846,246970.9952,184531.0932
223535.2545,94771.39182,283115.8278,176219.1459
229443.2802,97705.33896,279729.7612,203966.3195
221406.3962,96751.61581,273189.054,201187.5097
219997.8876,98151.71145,256433.8182,176452.7564
213472.143,99266.19251,238663.1524,151075.3151
202151.3636,101443.3878,219459.1822,121271.6736
187689.6617,108155.6686,200919.2721,86537.38067
162458.6747,140088.6005,175373.6763,38269.15032
155703.0278,140899.5852,171922.3208,27534.98992
153823.2537,141278.3571,171547.7975,23020.16867
155052.7337,139609.3718,177275.0826,23172.69013
161293.0455,140710.7155,190157.2008,22149.34416
181584.1434,149669.9631,204581.8796,30705.31128
215907.6593,155079.1419,227886.7549,46938.6367
230889.3713,167427.8076,223450.1306,72946.58262
225853.1697,175094.82,215324.85,81734.82491
228549.983,183746.1381,199591.5444,81889.52001
222293.3094,180601.7233,204401.7408,88175.78747
223326.2861,182753.169,192676.4806,103885.3495
224939.0502,184390.5755,182118.7934,116111.7819
224278.6497,185276.2985,173501.8138,120144.6467
222317.4974,183505.0302,169773.3872,133838.951
221364.6309,180099.3793,169868.5462,172220.941
221282.3198,175195.3579,184784.6996,220025.7196
223557.1301,170381.9818,218554.7442,255666.7264
226575.4244,171718.0161,230146.4327,211621.8744
227197.6673,174281.9675,223108.7762,133005.8658
222008.4619,173984.7409,210997.8728,101801.884
197550.0843,172308.3921,199298.8175,82432.07904
182562.6517,165798.5255,183217.0421,61083.5389
173831.2864,158646.1807,168622.0115,47711.44332
166621.2628,150231.6727,164018.5275,35333.4849
160925.6194,146618.2419,164027.2172,28603.75288
158269.1081,146758.2293,164008.6507,23880.78078
158921.0802,144712.5505,170316.1757,23999.66109
164705.2015,145804.1779,184044.643,22935.51695
184591.1932,154950.3367,199920.2694,31870.76442
207680.1966,159343.3655,228551.1629,49279.72916
225111.158,170815.6821,219287.1861,75251.53986
220135.0579,176876.1624,208009.8594,83134.15281
221746.397,183797.5663,189516.4266,82292.85661
214804.9812,179039.4552,192319.876,87793.57343
214830.2457,180062.7075,182105.0664,102670.0947
215889.1143,180947.2006,173341.0198,114368.8669
215445.4905,181566.0008,165825.9101,118109.653
213557.6421,179577.2623,163203.733,131313.5474
212385.4811,176169.0003,164622.3688,168715.7031
211992.8806,171558.6837,179986.1863,215682.5148
215431.3945,168268.4855,214569.9252,252753.0223
218597.7735,170060.8965,227609.6224,209740.8009
219728.3072,172955.284,221407.3468,132280.8002
215705.0977,173099.2713,210673.4081,101766.193
194863.9264,171615.763,199564.4589,82385.21377
181854.8739,166008.7506,183506.2946,61399.89297
174130.479,159168.8907,168004.5878,48087.86869
167553.4918,150159.9083,166734.9982,35432.68604
162289.421,146847.6258,166618.5873,28726.3975
159853.1513,147068.0787,166927.3159,23965.14485
160609.4869,144969.7617,173804.0731,24071.14756
166198.3842,145712.2997,187735.0735,22909.7217
185775.8246,154513.0688,203915.7167,31781.44968
209603.4861,158467.1187,231664.6202,49166.72319
227135.5798,170146.9841,222735.694,75262.49955
221871.0769,176212.5163,211450.4102,83080.94039
223354.9799,183329.0399,193247.4533,82136.83703
216826.9746,179248.8214,197274.6401,87792.51362
216665.4842,180275.2812,187529.6643,102513.6307
217629.2993,181229.968,178876.9413,114083.5332
